t,pos_cmd,pos_fbk,vel_fbk,samples_consumed
1278,2862,2837,1442,1383
1278,2862,2837,1442,1383
1278,2862,2837,1442,1383
1278,2862,2837,1442,1383
1278,2862,2837,1442,1383
1278,2862,2837,1442,1383
1278,2862,2837,1442,1383
1278,2862,2837,1442,1383
1279,2865,2840,1443,1384
1279,2865,2840,1443,1384
1279,2865,2840,1443,1384
1279,2865,2840,1443,1384
1279,2865,2840,1443,1384
1279,2865,2840,1443,1384
1279,2865,2840,1443,1384
1279,2865,2840,1443,1384
1279,2865,2840,1443,1384
1279,2865,2840,1443,1384
1279,2865,2840,1443,1384
1279,2865,2840,1443,1384
1279,2865,2840,1443,1384
1279,2865,2840,1443,1384
1279,2865,2840,1443,1384
1279,2865,2840,1443,1384
1279,2865,2840,1443,1384
1279,2865,2840,1443,1384
1279,2865,2840,1443,1384
1279,2865,2840,1443,1384
1279,2865,2840,1443,1384
1279,2865,2840,1443,1384
1279,2865,2840,1443,1384
1279,2865,2840,1443,1384
1279,2865,2840,1443,1384
1279,2865,2840,1443,1384
1279,2865,2840,1443,1384
1279,2865,2840,1443,1384
1279,2865,2840,1443,1384
1279,2865,2840,1443,1384
1279,2865,2840,1443,1384
1279,2865,2840,1443,1384
1279,2865,2840,1443,1384
1279,2865,2840,1443,1384
1279,2865,2840,1443,1384
1279,2865,2840,1443,1384
1279,2865,2840,1443,1384
1279,2865,2840,1443,1384
1279,2865,2840,1443,1384
1279,2865,2840,1443,1384
1279,2865,2840,1443,1384
1279,2865,2840,1443,1384
1279,2865,2840,1443,1384
1279,2865,2840,1443,1384
1280,2867,2843,1443,1385
1280,2867,2843,1443,1385
1280,2867,2843,1443,1385
1280,2867,2843,1443,1385
1280,2867,2843,1443,1385
1280,2867,2843,1443,1385
1280,2867,2843,1443,1385
1280,2867,2843,1443,1385
1280,2867,2843,1443,1385
1280,2867,2843,1443,1385
1280,2867,2843,1443,1385
1280,2867,2843,1443,1385
1280,2867,2843,1443,1385
1280,2867,2843,1443,1385
1280,2867,2843,1443,1385
1280,2867,2843,1443,1385
1280,2867,2843,1443,1385
1280,2867,2843,1443,1385
